,VIDEO DATA,,,,,,,,,,,ADMIN PANEL,,,NEWS CHARACTERISTICS,,RHETORIC and NARRATIVE,,VISUALS,,,SIDE NOTES,CREATORS,OPTIONAL,NOTES
EVENT,create_time,like_count,share_count,username,video_description,view_count,comment_count,hashtag_names,voice_to_text,spread_guess,URL,Is this video available to be viewed?,Related to event of interest?,Collective Agreement to Code,News Type,Primary contemporary news value,Rhetorical Mode,Content Focus,Visual Source Material,Visual Structure,Function of Text Overlays,Does the video contain any non-news digressions or asides?,Creator Persona,Does it appear that the creator is engaged in authentic sensemaking and/or citizen journalist activities?,Use this space to make notes
vermont,7/13/2023 1:52:00,242,0,jameskblundell,Vermont is extremely flooded right now. It's flooding so much that Maine locals are saying you can see the flood water from Acadia. Be safe. #vermont #flood #vermontflood #vermontflooding #weathertok #flooding #maine #acadianationalpark #acadia #barharbormaine #scaryweather,164,31,"['flood', 'flooding', 'vermont', 'maine', 'scaryweather', 'acadia', 'barharbormaine', 'acadianationalpark', 'vermontflooding', 'weathertok', 'vermontflood']",,,https://tiktok.com/@jameskblundell/video/7255115272409894186,YES - Continue coding,YES - Continue coding,KEEP,Other - None of the above,timeliness,N/A or Other,Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,NO,
vermont,7/13/2023 3:01:00,53,0,aiden.liebler5712,"Stay safe out there, it’s really bad #vermont #safe #flood #vermontflooding2023 #vermontflooding #sad #staysafe #townshend #85ft  #campsite#water #dam",12,10,"['dam', 'water', 'sad', 'safe', 'flood', 'staysafe', 'vermont', 'campsite', '85ft', 'townshend', 'vermontflooding', 'vermontflooding2023']",,,https://tiktok.com/@aiden.liebler5712/video/7255132855662136618,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/13/2023 12:45:00,40,0,jamesweston802subiegang,#fyp #foryou #foryoupage #trending #share #barrevermont #barre #vermont #vermontflood2023 #vermontflooding #jamesweston802subiegang #viral #virial #flood #likeandfollow❤️❤️❤️😍 #tiktokcreator,41,5,"['share', 'trending', 'viral', 'flood', 'foryou', 'vermont', 'fyp', 'virial', 'barre', 'barrevermont', 'foryoupage', 'tiktokcreator', 'vermontflooding', 'likeandfollow❤️❤️❤️😍', 'jamesweston802subiegang', 'vermontflood2023']",,,https://tiktok.com/@jamesweston802subiegang/video/7255283440688368938,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/13/2023 13:11:00,35,0,jamesweston802subiegang,#fyp #foryou #foryoupage #trending #share #barrevermont #barre #vermont #vermontflood2023 #vermontflooding #jamesweston802subiegang #virial #flood #likeandfollow❤️❤️❤️😍 #montpelier #burlingtonvermont,1056,4,"['share', 'trending', 'flood', 'foryou', 'vermont', 'fyp', 'virial', 'barre', 'burlingtonvermont', 'montpelier', 'barrevermont', 'foryoupage', 'vermontflooding', 'likeandfollow❤️❤️❤️😍', 'jamesweston802subiegang', 'vermontflood2023']",,,https://tiktok.com/@jamesweston802subiegang/video/7255290194012785962,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/13/2023 14:41:00,9,0,chellebelle0529,"#vermontflood  #vermontflood2023  #winooskiriver #Winooski #vermont2023  #wearesafe  #flooding  This is something of the aftermath. It was higher the day prior. 😮 ""Vermont is sinking and I don't wanna swimmmmm""",4,2,"['flooding', 'wearesafe', 'winooski', 'winooskiriver', 'vermont2023', 'vermontflood2023', 'vermontflood']",,,https://tiktok.com/@chellebelle0529/video/7255313464032251179,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/14/2023 1:11:00,16,0,brettstover105,#vermontflooding  #vermontfloodaftermath #hustle #grind #breadwinner,1,0,"['hustle', 'grind', 'breadwinner', 'vermontflooding', 'vermontfloodaftermath']",,,https://tiktok.com/@brettstover105/video/7255475729767648558,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/14/2023 2:24:00,44,0,lpellegrino,Southern Vermont thunderstorm 7/13  cw: lightning strikes/ strobe flashing #vermontflooding #vermont #vermontstrong #lightning #lightningstrike #newfanevermont,4,3,"['lightning', 'vermont', 'lightningstrike', 'vermontstrong', 'vermontflooding', 'newfanevermont']",,,https://tiktok.com/@lpellegrino/video/7255494645503757610,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/14/2023 3:33:00,1,0,laurenalyce38,#duet with @Lauren Alyce Marshall #walkwithme #vermontflooding #miltonvt #vermontflood2023 #lamoilleriver #vermont #riverpark,7,0,"['duet', 'vermont', 'walkwithme', 'riverpark', 'miltonvt', 'vermontflooding', 'lamoilleriver', 'vermontflood2023']",,duet,https://tiktok.com/@laurenalyce38/video/7255512382582115630,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,Comparison/Contrast: Examining similarities/differences between two or more subjects,Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/14/2023 21:03:00,43,0,thatvermontguy,"Mother Myrick's Confectionery, #manchestervt - Food Review Friday #Vermont #vermontfood #vermonttok #vermonttiktok #travelvermont #vermontlife #southernvermont #vermontflooding",24,5,"['vermont', 'vermontlife', 'travelvermont', 'vermontfood', 'manchestervt', 'vermontflooding', 'southernvermont', 'vermonttok', 'vermonttiktok']",,,https://tiktok.com/@thatvermontguy/video/7255782883799895338,YES - Continue coding,NO - Do not continue coding,TOSS,,,,,,,,,,,
vermont,7/14/2023 12:30:00,315,0,lucilou802,"For those of you who don't know, many Vermont businesses are small family owned. Please consider supporting them once they get set back up as they have lost everything.We are Vermont Strong  #montpeliervt #flood #vermontflood2023 #vermontflooding #vermontstrong #802 #centralvermont #rebuild #ilovermont",18,15,"['flood', 'rebuild', 'vermontstrong', '802', 'ilovermont', 'montpeliervt', 'vermontflooding', 'centralvermont', 'vermontflood2023']",,,https://tiktok.com/@lucilou802/video/7255650743049391402,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/14/2023 22:47:00,29,0,k_osherman,Sunday is supposed to bring more rain… #vermont #flooding #vermontflooding #😳,4,1,"['flooding', 'vermont', '😳', 'vermontflooding']",,,https://tiktok.com/@k_osherman/video/7255809596890156331,YES - Continue coding,YES - Continue coding,KEEP,News Analysis - Provides context for people to understand the news,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Environmental/Animal Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/15/2023 1:10:00,39,0,all_real_music,More crazy videos from the flood here on Monday. Follow for more music suggestions. #vermont #flood #vt #vtflood23 #vermontflooding #rock #music #vermonttiktok,0,1,"['music', 'rock', 'flood', 'vermont', 'vt', 'vermontflooding', 'vermonttiktok', 'vtflood23']",,,https://tiktok.com/@all_real_music/video/7255846594590068014,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",YES,,,
vermont,7/15/2023 13:33:00,34,0,hilary_k3,"The day before vermont went under water, picking up the girls from daycare 🐠💦 #vermont #vermontstrong #vermontflood #morrisvillevt #highwaters",4,0,"['vermont', 'highwaters', 'vermontstrong', 'morrisvillevt', 'vermontflood']",,,https://tiktok.com/@hilary_k3/video/7256038055075794219,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/16/2023 12:42:00,56,0,alekrailfan802,a Drone flight through the Huntington Gorge in Huntington Vermont. recent heavy rain has caused massive flooding across the state of Vermont and raised river and stream levels to an extreme level. . #Vermont #vermonter #vermontphotography #vermont_igers #vermontlife #vermontermade #vermontforreal #vermontphotographer #vermontbyvermonters #vermonttourism #vermontonly #vermontlove #vermontoutdoors #huntingtonvermont #huntingtongorge #flooding #vermontflooding #vermontflooding2023 #vermontflood,7,1,"['flooding', 'vermont', 'vermontlife', 'vermonter', 'vermontlove', 'vermontflooding', 'vermontphotographer', 'vermontbyvermonters', 'vermontphotography', 'huntingtongorge', 'vermontonly', 'huntingtonvermont', 'vermontoutdoors', 'vermonttourism', 'vermont_igers', 'vermontermade', 'vermontforreal', 'vermontflooding2023', 'vermontflood']",,,https://tiktok.com/@alekrailfan802/video/7256395859758157099,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,N/A - no text overlay,NO,,,
vermont,7/16/2023 12:46:00,17,0,alekrailfan802,Montpelier Vermont flooding of 2023 . #Vermont #vermonter #vermontphotography #vermont_igers #vermontlife #vermontermade #vermontforreal #vermontphotographer #vermontbyvermonters #vermonttourism #vermontonly #vermontlove #vermontoutdoors #vermontstrong #vermontflooding #vermontflood #vermontflood2023 #vermontflooding2023 #montpeliervt #montpelier #montpelierflood #flood #flooding,3,0,"['flood', 'flooding', 'vermont', 'montpelier', 'vermontlife', 'vermontstrong', 'vermonter', 'vermontlove', 'montpeliervt', 'vermontflooding', 'vermontphotographer', 'vermontbyvermonters', 'vermontphotography', 'vermontonly', 'vermontoutdoors', 'vermonttourism', 'vermont_igers', 'vermontermade', 'vermontforreal', 'vermontflood2023', 'vermontflooding2023', 'vermontflood', 'montpelierflood']",,,https://tiktok.com/@alekrailfan802/video/7256396863442652462,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/16/2023 13:45:00,1670,1,shotsjameson,"Replying to @jessicabrisco7  Help is needed on all sorts of levels in communities all around Vermont. I cant speak to every level, this video is a small list. I am personally safe and sound, so am trying to raise awareness for my neighbors. The community efforts are truly amazing and inspiring. #Vermont #VermontFlood #VermontFlooding #floodrelief #vermontstrong",294,220,"['vermont', 'vermontstrong', 'floodrelief', 'vermontflooding', 'vermontflood']",,reply,https://tiktok.com/@shotsjameson/video/7256412171603643690,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Response,,,descriptive text: sets more detailed context; as long as a paragraph,NO,,,
vermont,7/16/2023 16:16:00,45,0,dopamine.vampire,everyone in Vermont right now  #vermont #vermonttiktok #vermontflooding #rain,5,2,"['rain', 'vermont', 'vermontflooding', 'vermonttiktok']",,,https://tiktok.com/@dopamine.vampire/video/7256451112457358638,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,N/A - no text overlay,NO,,,
vermont,7/18/2023 11:51:00,21,0,brokenshovelfarm,#climatechange #vermontflooding #vermontliving #homesteading #sustainability #podcast,3,0,"['homesteading', 'climatechange', 'podcast', 'sustainability', 'vermontliving', 'vermontflooding']",,,https://tiktok.com/@brokenshovelfarm/video/7257125073146907946,YES - Continue coding,NO - Do not continue coding,TOSS,,,,,,,,,,,
vermont,7/17/2023 12:44:00,34,0,hilary_k3,Maybe embalming fluid is anti-aging though…? #postflood #vtflood23 #inefficient #itsfine #vermontflooding #skincare101 #makeslifeinteresting #lifehacks,1,7,"['lifehacks', 'itsfine', 'makeslifeinteresting', 'postflood', 'skincare101', 'inefficient', 'vermontflooding', 'vtflood23']",,,https://tiktok.com/@hilary_k3/video/7256767462715182379,YES - Continue coding,YES - Continue coding,KEEP,Opinion/Op-Ed/Editorial - Interpretation. Subjective and debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Human/Human-Health Impact,,,"topic text: sets some brief context, usually only a few words",Maybe,,,
vermont,7/18/2023 18:42:00,26,0,lilythaler,I have a feeling im going to be stuck at home for a while  #vermont #vermontflooding #flashflood #vermontflood,0,3,"['flashflood', 'vermont', 'vermontflooding', 'vermontflood']",,,https://tiktok.com/@lilythaler/video/7257230866458643758,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,N/A - no text overlay,NO,,,
vermont,7/19/2023 1:03:00,86,0,ericjr17,#vermontflooding #vermont #flood,1,11,"['flood', 'vermont', 'vermontflooding']",,,https://tiktok.com/@ericjr17/video/7257329082197806382,YES - Continue coding,YES - Continue coding,KEEP,Other - None of the above,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,"topic text: sets some brief context, usually only a few words",YES,,,
vermont,7/20/2023 18:14:00,82,1,mini.mayhem2,i have a few videos in the works but life is chaotic so here! have tiny things #miniatures #minis #crafts #fyp #vermontflooding,37,2,"['crafts', 'minis', 'fyp', 'miniatures', 'vermontflooding']",,,https://tiktok.com/@mini.mayhem2/video/7257965828069641514,YES - Continue coding,NO - Do not continue coding,TOSS,,,,,,,,,,,
vermont,7/19/2023 20:54:00,615,0,barrhillgin,"This is #VermontStrong! When we learned our dear friend and teammate, Julie’s, family farm was flooded and struggling after the storm in Vermont last week, the Barr Hill team and friends from around the community came together to help them out! “A many day harvest completed in hours really propels us forward trying to recover from the storm.” Vermont took a hard hit, but we’ve been so inspired seeing our community come together to support and lift each other up! #vermont #vermontflooding #vermontflood #vermontlife #vermontbyvermonters #montpeliervt",155,9,"['vermont', 'vermontlife', 'vermontstrong', 'montpeliervt', 'vermontflooding', 'vermontbyvermonters', 'vermontflood']",,,https://tiktok.com/@barrhillgin/video/7257636015706328366,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Response,,,N/A - no text overlay,NO,,,
vermont,7/20/2023 19:39:00,22,0,lilithsworld87_2,#vermontflood #vermonttiktok #vermont #flooding2023 #flood #vt #vtflood #vtflood23 #vermonttok,4,8,"['flood', 'vermont', 'vt', 'vtflood', 'vermonttok', 'vermonttiktok', 'flooding2023', 'vermontflood', 'vtflood23']",,,https://tiktok.com/@lilithsworld87_2/video/7257987884412570923,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/22/2023 2:39:00,74,0,fritzzit,#vermontflooding2023 #vermontflooding #vermontstrong,6,2,"['vermontstrong', 'vermontflooding', 'vermontflooding2023']",,,https://tiktok.com/@fritzzit/video/7258467039696964910,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,proximity,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/22/2023 12:38:00,74,0,fiddlersgreenfarmvt,Here to bitch again…#vermont #vermontflooding #fyp #vermonttiktok #fypシ #homestead #farm,14,26,"['farm', 'vermont', 'homestead', 'fyp', 'fypシ', 'vermontflooding', 'vermonttiktok']",,,https://tiktok.com/@fiddlersgreenfarmvt/video/7258621339425361198,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/24/2023 1:40:00,41,0,justmyopinion2248,what a shame. This is Montpelier Vermont. I don’t know how people are going to recover from this because it just is so wet down there it smells and looks like a swamp. #fyp #vermonttiktok #vermontflooding,59,12,"['fyp', 'vermontflooding', 'vermonttiktok']",,,https://tiktok.com/@justmyopinion2248/video/7259193962538339630,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
vermont,7/26/2023 13:33:00,33,0,the_tramp_vt,She sexy😩 Boyfriends truck always lookin better than the subie  #CapCut #capcut #trucktok🔥 #fypシ #802 #vermont #toyota #taco #imprezawrxsti #vermontflooding,26,0,"['toyota', 'taco', 'vermont', '802', 'imprezawrxsti', 'fypシ', 'vermontflooding', 'capcut', 'trucktok🔥']",,,https://tiktok.com/@the_tramp_vt/video/7260119927221243178,YES - Continue coding,NO - Do not continue coding,TOSS,,,,,,,,,,,
vermont,7/27/2023 17:39:00,12,0,anthropausepodcast,@Veronica on the recent #VermontFlood.  #Vermont #VermontFlooding #Anthropause #AnthropausePodcast #ClimateChange #Science #ClimateTok #EcoTok,37,2,"['vermont', 'climatechange', 'science', 'ecotok', 'vermontflooding', 'climatetok', 'anthropause', 'anthropausepodcast', 'vermontflood']",,,https://tiktok.com/@anthropausepodcast/video/7260554266031574314,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Event-in-Review,,,multiple: more than one of the above functions,NO,,,
otis,10/25/2023 14:19:00,24,20,horaceroweb,El poderoso #huracán #Otis está madrugada cuando golpeó al Hotel Kristal #Acapulco  #Video: Redes Sociales,"1,969",1,"['video', 'otis', 'acapulco', 'huracán']",,,https://tiktok.com/@horaceroweb/video/7293900469431323950,,,KEEP,,,,,,,,,,,
otis,10/25/2023 18:27:00,581,4,weatherdak,Acapulco just witnessed the closest thing to a 'surprise' category five hurricane. Hurricane Otis made landfall early Wednesday morning. #acapulco #hurricaneotis #hurricane,"2,227",22,"['hurricane', 'acapulco', 'hurricaneotis']","Acapoco, Mexico just witnessed the closest thing to a surprise category 5 Hurricane in unprecedented event in modern forecasting. Early Tuesday morning, Hurricane Otis was forecast to landfalling Mexico as a tropical storm with sustain winds under 73 miles per hour. Just 20 hours later, Otis became a full fledged category 5 Hurricane with sustained winds of 165 miles per hour. This left resident and Acapulco with very little notice that the most powerful category of tropical cyclone was about to usher in devastating storm surge and extremely powerful winds. Follow along here for more weather coverage.",,https://tiktok.com/@weatherdak/video/7293964308432588078,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Exposition: Explaining or Informing. Presenting facts and ideas, or seeking explanation",Environmental/Animal Impact,,,closed captioning: closely follows audio narration's words,NO,,,
otis,10/25/2023 23:17:00,37,5,8luisplaza8,"Zona costera de Acapulco tras paso de Huracán Otis , Guerrero 🙏🙏🙏🙏…. #guerrero #acapulco #otis #huracan #foryou #fyp #parati #categoria5",413,6,"['otis', 'foryou', 'parati', 'huracan', 'acapulco', 'guerrero', 'fyp', 'categoria5']",,,https://tiktok.com/@8luisplaza8/video/7294039083838491946,,,KEEP,,,,,,,,,,,
otis,10/25/2023 23:38:00,28,0,belizeanfamilyfelife,#hurricane #hurrricanewatch #mexico #mexicantiktok #weather #mexico🇲🇽 #pullupboyzedit #pullupboyzcontent #weatherreport #hurricaneinmexico #mexiconews #otis #hurricanes,49,0,"['mexico', 'weather', 'otis', 'hurricane', 'weatherreport', 'hurricanes', 'mexico🇲🇽', 'mexicantiktok', 'mexiconews', 'pullupboyzedit', 'pullupboyzcontent', 'hurricaneinmexico', 'hurrricanewatch']",,,https://tiktok.com/@belizeanfamilyfelife/video/7294044672526290222,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
otis,10/26/2023 16:39:00,59,1,lulyceballos7,#acapulco #huracanotis #otis #acapulco2023 #acapulco2023🌊🏝 #OTIS,545,4,"['otis', 'acapulco', 'acapulco2023', 'acapulco2023🌊🏝', 'huracanotis']","No, no mames, no, no, no, no, no, no, no puede ser, no puede ser posible, no puede ser posible. Acapulco está destruido",,https://tiktok.com/@lulyceballos7/video/7294307676375239978,,,KEEP,,,,,,,,,,,
otis,10/26/2023 18:36:00,296,17,accuweather,"Before and after images show the devastation from category 5 Hurricane Otis around Acapulco, Mexico.  #Otis #hurricane #HurricaneOtis #huracan #HuracanOtis #storm #damage #weather #news #Acapulco #Mexico #worldnews #internationalnews #storm #weathertok #beforeandafter","11,070",12,"['mexico', 'weather', 'storm', 'damage', 'otis', 'hurricane', 'huracan', 'news', 'acapulco', 'beforeandafter', 'worldnews', 'internationalnews', 'weathertok', 'hurricaneotis', 'huracanotis']",,,https://tiktok.com/@accuweather/video/7294337914157272351,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,impact and prominence,Comparison/Contrast: Examining similarities/differences between two or more subjects,Physical Impact,,,"topic text: sets some brief context, usually only a few words",NO,,,
otis,10/26/2023 18:57:00,70,2,luismiguel.ai,"Acapulco ha sido devastado por Otis. Los funcionarios han dicho que ni un solo poste de la línea eléctrica permaneció de pie en Acapulco, México. 🇲🇽💔🥺 El que pueda ayudar pueden hacerlo a través de la @cruzroja_mx y en las organizaciones enlistadas en el video. 🙏 . 📝 El Universal   https://www.eluniversal.com.mx/tendencias/hotel-princess-de-sede-de-peliculas-de-luis-miguel-a-la-zona-cero-del-huracan-otis/?outputType=amp . . #acapulco #otis #hotelprincessacapulco #luismiguel #méxico @Luis Miguel","3,799",4,"['luismiguel', 'otis', 'acapulco', 'méxico', 'hotelprincessacapulco']",,,https://tiktok.com/@luismiguel.ai/video/7294343280152595758,,,KEEP,,,,,,,,,,,
otis,10/26/2023 21:56:00,10,0,batemancatrina,#breakingnews  #hurricaneotis  #acapulco  #acapulcomexico  #prayers,4,2,"['breakingnews', 'prayers', 'acapulco', 'acapulcomexico', 'hurricaneotis']",,,https://tiktok.com/@batemancatrina/video/7294389353638317343,YES - Continue coding,YES - Continue coding,KEEP,News/Facts - Reporting of factual information. Objective and not debatable.,timeliness,"Description: Painting a vivid picture with details, sensory impressions, characteristics",Physical Impact,,,closed captioning: closely follows audio narration's words,NO,,,
otis,10/27/2023 3:30:00,295,15,victorvargas537,#mexico #acapulco #otis #huracán,"3,657",4,"['mexico', 'otis', 'acapulco', 'huracán']","Es un escenario de pesadilla. Así describió el centro nacional de huracanes, con sede en miami, la evolución de otis, que en menos de 24 horas pasó de ser una tormenta que debía vigilarse hasta convertirse en un huracán categoría 5, justo antes de golpear directamente al puerto de acapulco. Al tocar tierra. Oti se convirtió en el huracán más fuerte y el primero de categoría 5 que toca tierra en la costa del pacífico mexicano con vientos de 265km/h. Aún se desconocen los efectos del impacto, se perdió infraestructura de telecomunicaciones, de energía eléctrica, de misión, de radio en en la plena época de comunicación, acapulco quedó incomunicado y lo que hemos logrado confirmar, al menos eh hasta ese momento, es que además de las telecomunicaciones hay severos daños en hoteles, hospitales y viviendas. Hay inundaciones, árboles derribados, autos destrozados y deslaves en carreteras, así como reportes de daños en la autopista que bordea la costa grande de guerrero y también en la autopista del sol. El aeropuerto de acapulco fue cerrado y las aerolíneas han puesto en marcha un plan de emergencia para atender a los usuarios. El puerto sigue también cerrado a la navegación, otis se ha ido degradando rápidamente y ya es tormenta tropical, pero siguen rutas y a los límites del estado de méxico y michoacán, provocando lluvias intensas en varios estados. Estas son pues algunas de las imágenes de acapulco durante la llegada de otis ayer por la noche",,https://tiktok.com/@victorvargas537/video/7294475389483683118,,,KEEP,,,,,,,,NO,,,
otis,10/27/2023 13:36:00,59,3,latapatia1586,"Acapulco, después del huracan Otis #acapulcohuracan #acapulco #acapulcoguerrero #acapulcootis #otis #catastrofe #desastrenatural #fyp #foryou #parati #foryoupage #viral",621,3,"['viral', 'otis', 'foryou', 'parati', 'acapulco', 'fyp', 'catastrofe', 'desastrenatural', 'acapulcoguerrero', 'foryoupage', 'acapulcohuracan', 'acapulcootis']",,,https://tiktok.com/@latapatia1586/video/7294631721574714666,,,KEEP,,,,,,,,,,,
otis,10/28/2023 5:02:00,1,0,blueblade1969,Replying to @josevidalmolinaag #otis #acapulcoshore #mexico #storm #tormenta #acapulco #strangerthings,26,0,"['mexico', 'storm', 'otis', 'acapulco', 'strangerthings', 'tormenta', 'acapulcoshore']",,reply,https://tiktok.com/@blueblade1969/video/7294870130620632363,,,KEEP,,,,,,,,,,,
